tag_name,published_at,name,body
1.59.0,2021-08-05T17:58:24Z,July 2021,"Welcome to the July 2021 release of Visual Studio Code. There are many updates in this version that we hope you will like, some of the key highlights include:

* **[Extensions view improvements](https://code.visualstudio.com/updates/v1_59#_extensions)** - Rich extension detail hovers, new runtime status tab.
* **[Settings editor validation](https://code.visualstudio.com/updates/v1_59#_settings-editor)** - Quickly find editing errors for object-based settings.
* **[Drag and drop terminals](https://code.visualstudio.com/updates/v1_59#_drag-and-drop-terminals-across-windows)** - Move terminals across windows to both editor and panel areas.
* **[Extended theme customization](https://code.visualstudio.com/updates/v1_59#_extended-theme-customization-syntax)** - Customize multiple color themes at once.
* **[Built-in support for Jupyter notebooks](https://code.visualstudio.com/updates/v1_59#_support-for-jupyter-notebooks)** - Open `.ipynb` files directly in VS Code.
* **[Notebook UI improvements](https://code.visualstudio.com/updates/v1_59#_notebook-layout-improvements)** - Display first line of collapsed cells, Undo/Redo per cell.
* **[Testing API finalized](https://code.visualstudio.com/updates/v1_59#_testing-apis)** - Native support for running tests in VS Code with built-in Test Explorer.
* **[Debug Disassembly view preview](https://code.visualstudio.com/updates/v1_59#_disassembly-view)** - Display disassembled C++ code in VS Code.
* **[Live Preview extension](https://code.visualstudio.com/updates/v1_59#_live-preview)** - Live HTML preview within VS Code with JavaScript debugging support.
* **[Remote - Containers devcontainer CLI](https://code.visualstudio.com/updates/v1_59#_remote-containers-devcontainer-cli)** - Command line interface for working with development containers.

>If you'd like to read these release notes online, go to [Updates](https://code.visualstudio.com/updates) on [code.visualstudio.com](https://code.visualstudio.com).

**Insiders:** Want to try new features as soon as possible? You can download the nightly [Insiders](https://code.visualstudio.com/insiders) build and try the latest updates as soon as they are available."
1.58.2,2021-07-15T16:29:14Z,June 2021 Recovery 2,"The update addresses these [issues](https://github.com/issues?utf8=%E2%9C%93&q=is%3Aissue+label%3Acandidate+repo%3Amicrosoft%2Fvscode+repo%3Amicrosoft%2Fvscode-internalbacklog+repo%3Amicrosoft%2Fvscode-remote-release+milestone%3A%22June+2021+Recovery+2%22).

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_56) on [code.visualstudio.com](https://code.visualstudio.com)."
1.58.1,2021-07-13T17:08:09Z,June 2021 Recovery,"The update addresses these security [issues](https://github.com/microsoft/vscode/milestone/160?closed=1).

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_58) on [code.visualstudio.com](https://code.visualstudio.com/)."
1.58.0,2021-07-08T17:58:00Z,June 2021,"Welcome to the June 2021 release of Visual Studio Code. There are a number of updates in this version that we hope you will like, some of the key highlights include:

* **[Terminals in the editor](https://code.visualstudio.com/updates/v1_58#_terminals-in-the-editor-area)** - Create or move terminals into the editor area.
* **[Workspace Trust](https://code.visualstudio.com/updates/v1_58#_workspace-trust)** - Quickly customize Workspace Trust settings, disable Restricted Mode banner.
* **[Editor scroll bar customization](https://code.visualstudio.com/updates/v1_58#_editor-scroll-bar-customization)** - Set bar visibility and width, click navigation behavior.
* **[Markdown preview KaTeX support](https://code.visualstudio.com/updates/v1_58#_math-formula-rendering-in-the-markdown-preview)** - Math support in the Markdown preview.
* **[Settings editor improvements](https://code.visualstudio.com/updates/v1_58#_settings-editor)** - Support for multiple checkboxes and enumeration dropdowns.
* **[Sticky debug environment choice](https://code.visualstudio.com/updates/v1_58#_remember-chosen-environment-per-file)** - Debugger remembers your previous environment choice.
* **[Jupyter Interactive window](https://code.visualstudio.com/updates/v1_58#_jupyter-interactive-window)** - Run Jupyter code directly in an interactive window.
* **[Jupyter notebook debugging](https://code.visualstudio.com/updates/v1_58#_jupyter-notebook-debugging)** - Debug Jupyter notebook code from within VS Code.
* **[Data Science tutorials](https://code.visualstudio.com/updates/v1_58#_documentation)** - Learn about Jupyter Notebooks, PyTorch, and more.

>If you'd like to read these release notes online, go to [Updates](https://code.visualstudio.com/updates) on [code.visualstudio.com](https://code.visualstudio.com).

**Insiders:** Want to try new features as soon as possible? You can download the nightly [Insiders](https://code.visualstudio.com/insiders) build and try the latest updates as soon as they are available."
1.57.1,2021-06-17T21:48:30Z,May 2021 Recovery,"The update addresses these [issues](https://github.com/Microsoft/vscode/issues?q=is%3Aissue+milestone%3A%22May+2021+Recovery%22+is%3Aclosed+).

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_57) on [code.visualstudio.com](https://code.visualstudio.com).

"
1.57.0,2021-06-10T17:42:05Z,May 2021,"Welcome to the May 2021 release of Visual Studio Code. There are a number of updates in this version that we hope you will like, some of the key highlights include:

* **[Workspace Trust](https://code.visualstudio.com/updates/v1_57#_workspace-trust)** - Extra security against code execution when browsing unfamiliar source code.
* **[New Getting Started experience](https://code.visualstudio.com/updates/v1_57#_new-getting-started-experience)** - Helps you quickly set up and learn about VS Code.
* **[Remote Repositories](https://code.visualstudio.com/updates/v1_57#_remote-repositories)** - Browse and edit code without locally cloning repositories.
* **[Terminal tabs](https://code.visualstudio.com/updates/v1_57#_terminal-tabs)** - Tabs let you easily create, manage, and group multiple open terminals.
* **[Edge browser debugging](https://code.visualstudio.com/updates/v1_57#_javascript-debugging)** - Integrates the Microsoft Edge Developer Tools directly into VS Code.
* **[JSDoc @link support](https://code.visualstudio.com/updates/v1_57#_jsdoc-link-support)** - Add @link tags in your comments for fast symbol navigation.
* **[Go to Definition for non-code files](https://code.visualstudio.com/updates/v1_57#_go-to-definition-for-non-jsts-files)** - Quickly jump to images and stylesheets.
* **[Notebook API finalized](https://code.visualstudio.com/updates/v1_57#_notebook-api)** - Notebook API for native notebook support in VS Code.
* **[VS Code at Build 2021 blog post](https://code.visualstudio.com/updates/v1_57#_documentation)** - Catch up with on-demand sessions featuring VS Code.

>If you'd like to read these release notes online, go to [Updates](https://code.visualstudio.com/updates) on [code.visualstudio.com](https://code.visualstudio.com).

**Insiders:** Want to try new features as soon as possible? You can download the nightly [Insiders](https://code.visualstudio.com/insiders) build and try the latest updates as soon as they are available.
"
1.56.2,2021-05-13T17:05:13Z,April 2021 Recovery 2,"The update addresses these [issues](https://github.com/Microsoft/vscode/issues?q=is%3Aissue+milestone%3A%22April+2021+Recovery+2%22+is%3Aclosed).

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_56) on [code.visualstudio.com](https://code.visualstudio.com)."
1.56.1,2021-05-11T17:17:10Z,April 2021 Recovery,"The update addresses these security [issues](https://github.com/microsoft/vscode/milestone/155?closed=1).

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_56) on [code.visualstudio.com](https://code.visualstudio.com/)."
1.56.0,2021-05-05T21:04:25Z,April 2021,"Welcome to the April 2021 release of Visual Studio Code. The VS Code team has been busy this month working on several longer lead time updates so check out the [Preview features](#preview-features) section to learn what's upcoming. Here are some of the highlights included in this release:

* **[Improved hover feedback](https://code.visualstudio.com/updates/v1_56#_improved-action-hover-feedback)** - Helps you quickly find clickable editor actions.
* **[Terminal profile improvements](https://code.visualstudio.com/updates/v1_56#_terminal)** - Create a custom default terminal profile.
* **[Debugger inline values](https://code.visualstudio.com/updates/v1_56#_inline-values-by-default-for-some-languages)** - Display variable values inline during debugging sessions.
* **[Notebook KaTeX support](https://code.visualstudio.com/updates/v1_56#_math-support-in-markdown-cells)** - Math support in notebook Markdown cells.
* **[Remote - Containers Volume view](https://code.visualstudio.com/updates/v1_56#_remote-development)** - Manage mounted volumes within Docker containers.
* **[winget installation](https://code.visualstudio.com/updates/v1_56#_windows-installers-consolidated-in-windows-package-manager)** - VS Code is available via the Windows Package Manager.
* **[New introductory videos](https://code.visualstudio.com/updates/v1_56#_documentation)** - Videos for getting started with VS Code as well as working with C++.
* **[Terminal tabs preview](https://code.visualstudio.com/updates/v1_56#_terminal-tabs)** - Get a first look at managing open terminals with the new tabs view.

>If you'd like to read these release notes online, go to [Updates](https://code.visualstudio.com/updates/v1_56) on [code.visualstudio.com](https://code.visualstudio.com).

**Join us live** at the [VS Code team's livestream](https://code.visualstudio.com/livestream) on Tuesday, May 11 at 8am Pacific (4pm London) to see a demo of what's new in this release, and ask us questions live.

**Insiders:** Want to try new features as soon as possible? You can download the nightly [Insiders](https://code.visualstudio.com/insiders) build and try the latest updates as soon as they are available.
"
1.55.2,2021-04-13T17:06:06Z,March 2021 Recovery,"The update addresses these security [issues](https://github.com/microsoft/vscode/milestone/152?closed=1).

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_55) on [code.visualstudio.com](https://code.visualstudio.com)."
1.55.1,2021-04-08T18:25:24Z,March 2021 Recovery,"The update addresses these [issues](https://github.com/microsoft/vscode/issues?q=is%3Aissue+milestone%3A%22March+2021+Recovery%22+is%3Aclosed).

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_55) on [code.visualstudio.com](https://code.visualstudio.com).
"
1.55.0,2021-03-31T18:05:32Z,March 2021,"Welcome to the March 2021 release of Visual Studio Code. There are a number of updates in this version that we hope you will like, some of the key highlights include:

* **[Accessibility improvements](https://code.visualstudio.com/updates/v1_55#_accessibility)** - Multi-cursor support and increased line limit.
* **[Updated icons for macOS Big Sur](https://code.visualstudio.com/updates/v1_55#_updated-brand-icons-for-macos-big-sur)** - Brand icons that match the visual style of Big Sur.
* **[Improvements to breakpoints](https://code.visualstudio.com/updates/v1_55#_improvements-to-breakpoints)** - Inline breakpoints menu, and more.
* **[Editor status decorations](https://code.visualstudio.com/updates/v1_55#_tab-decorations-on-by-default)** - Editor tab status decorations are on by default.
* **[Customize keyboard shortcuts editor](https://code.visualstudio.com/updates/v1_55#_resizing-columns-in-keyboard-shortcuts-editor)** - Resize columns in the keyboard shortcuts editor.
* **[Improved remote ports management](https://code.visualstudio.com/updates/v1_55#_remote-development)** - Port forwarding autodetection, regex naming, and more.
* **[Terminal profiles](https://code.visualstudio.com/updates/v1_55#_terminal-profiles)** - Define profiles in terminal to conveniently launch non-default shells.
* **[Notebook improvements](https://code.visualstudio.com/updates/v1_55#_notebooks)** - Multiple cell selection, and more customizable diff editor.
* **[VS Code on Raspberry Pi](https://code.visualstudio.com/updates/v1_55#_raspberry-pi)** - New topic explaining how to install VS Code on Raspberry Pi devices.

>If you'd like to read these release notes online, go to [Updates](https://code.visualstudio.com/updates/v1_55) on [code.visualstudio.com](https://code.visualstudio.com).

**Join us live** at the [VS Code team's livestream](https://code.visualstudio.com/livestream) on Thursday, April 8 at 8am Pacific (4pm London) to see a demo of what's new in this release, and ask us questions live.

**Insiders:** Want to try new features as soon as possible? You can download the nightly [Insiders](https://code.visualstudio.com/insiders) build and try the latest updates as soon as they are available.
"
1.54.3,2021-03-15T21:12:22Z,February 2021 Recovery 3,"The update addresses this [issue](https://github.com/microsoft/vscode/milestone/149).

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_54) on code.visualstudio.com."
1.54.2,2021-03-12T00:06:14Z,February 2021 Recovery 2,"The update addresses these [issues](https://github.com/microsoft/vscode/milestone/146).

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_54) on code.visualstudio.com."
1.54.1,2021-03-05T00:16:33Z,February 2021 Recovery,"The update addresses an [issue](https://github.com/microsoft/vscode/milestone/147) with an extension dependency.

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_54) on code.visualstudio.com."
1.54.0,2021-03-04T18:22:34Z,February 2021,"<!-- DOWNLOAD_LINKS_PLACEHOLDER -->

Welcome to the February 2021 release of Visual Studio Code. There are a number of updates in this version that we hope you will like, some of the key highlights include:

* **[Apple Silicon builds](#apple-silicon)** - VS Code is now available in stable for Apple Silicon.
* **[Accessibility improvements](#accessibility)** - Better word navigation on Windows and roles for views and buttons.
* **[Persistent terminal processes](#retain-terminal-processes-on-window-reload)** - Local terminal processes are restored on window reload.
* **[Product Icon Themes](#product-icon-themes)** - Personalize your VS Code icon imagery with Product Icon Themes.
* **[Timeline view improvements](#timeline-view)** - Compare changes across Git history timeline entries.
* **[Auto reload Notebooks](#automatically-reload-notebooks)** - Notebooks automatically reload when their file changes on disk.
* **[Remote ports table view](#table-widget)** - Remote ports now shown in a table widget.
* **[Brackets extensions](#brackets)** - Use Brackets keyboard shortcuts in VS Code.
* **[Troubleshooting extensions blog post](#troubleshooting-extensions-blog-post)** - Learn to troubleshoot extensions using extension bisect.

>If you'd like to read these release notes online, go to [Updates](https://code.visualstudio.com/updates) on [code.visualstudio.com](https://code.visualstudio.com).

**Join us live** at the [VS Code team's livestream](https://code.visualstudio.com/livestream) on Thursday, March 11 at 8am Pacific (4pm London) to see a demo of what's new in this release, and ask us questions live.

**Insiders:** Want to try new features as soon as possible? You can download the nightly [Insiders](https://code.visualstudio.com/insiders) build and try the latest updates as soon as they are available.
"
1.53.2,2021-02-11T20:56:47Z,January 2021 Recovery 2,"The update addresses these [issues](https://github.com/microsoft/vscode/issues?q=is%3Aissue+milestone%3A%22January+2021+Recovery+2%22+is%3Aclosed).

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_53) on code.visualstudio.com."
1.53.1,2021-02-09T18:20:49Z,January 2021 Recovery,"The update addresses these security [issues](https://github.com/microsoft/vscode/milestone/143).

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_53) on code.visualstudio.com."
1.53.0,2021-02-04T17:41:43Z,January 2021,"Welcome to the January 2021 release of Visual Studio Code. There are a number of updates in this version that we hope you will like, some of the key highlights include:

* **[Wrap tabs](https://code.visualstudio.com/updates/v1_53#wrap-tabs)** - Wrap editor tabs in the workbench instead of having a scrollbar.
* **[Configure tab decorations](https://code.visualstudio.com/updates/v1_53#tab-decorations)** - Add editor tab status decorations.
* **[Customize search mode](https://code.visualstudio.com/updates/v1_53#default-search-mode)** - Use the Search view or open a new Search editor.
* **[JavaScript debugging](https://code.visualstudio.com/updates/v1_53#javascript-debugger)** - Support for conditional exception breakpoints and Node.js worker_threads.
* **[Notebook UX updates](https://code.visualstudio.com/updates/v1_53#notebooks)** - Outline view for Notebook cells, and breadcrumbs for improved navigation.
* **[Markdown preview image auto update](https://code.visualstudio.com/updates/v1_53#markdown-preview-auto-updates-when-images-are-changed-on-disk)** - Preview automatically updates when images change.
* **[Emmet improvements](https://code.visualstudio.com/updates/v1_53#emmet-performance-and-feature-improvements)** - Faster performance and supporting the latest features.
* **[Extension guidelines](https://code.visualstudio.com/updates/v1_53#extension-guidelines)** - Documented best practices for extension authors.
* **[Remote Development video series](https://code.visualstudio.com/updates/v1_53#documentation)** - Learn to create and configure container-based environments.

>If you'd like to read these release notes online, go to [Updates](https://code.visualstudio.com/updates) on [code.visualstudio.com](https://code.visualstudio.com).

**Join us live** at the [VS Code team's livestream](https://code.visualstudio.com/livestream) on Tuesday, February 9 at 8am Pacific (4pm London) to see a demo of what's new in this release, and ask us questions live.

**Insiders:** Want to try new features as soon as possible? You can download the nightly [Insiders](https://code.visualstudio.com/insiders) build and try the latest updates as soon as they are available."
1.52.1,2020-12-16T23:39:07Z,November 2020 Recovery,"The update addresses [these](https://github.com/microsoft/vscode/issues?q=is%3Aissue+milestone%3A%22November+2020+Recovery%22+is%3Aclosed+) issues.

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_52) on [code.visualstudio.com](https://code.visualstudio.com)."
1.52.0,2020-12-11T11:50:07Z,November 2020,"Welcome to the November 2020 release of Visual Studio Code. As announced in the [November iteration plan](https://github.com/microsoft/vscode/issues/110690), we continued to focus for two weeks on housekeeping GitHub issues and pull requests as documented in our [issue grooming guide](https://github.com/microsoft/vscode/wiki/Issue-Grooming). Across all of our VS Code repositories, we closed (either triaged or fixed) **5242** issues, which is even more than during our last housekeeping iteration in [October 2019](https://code.visualstudio.com/updates/v1_40), where we closed **4622** issues. While we closed issues, you created **2937** new issues. The main [vscode repository](https://github.com/microsoft/vscode/issues) now has 2146 open feature requests and 884 open bugs. In addition, we closed **144** pull requests.

Same as every year, we used the [live tracker](https://vscode-issue-tracker.netlify.com/) from [Benjamin Lannon](https://github.com/lannonbr) to track our progress:

![Burn down chart of VS Code issues](https://code.visualstudio.com/assets/updates/1_52/november-issue-grooming.png)

After focusing on housekeeping, we have also addressed several feature requests and community [pull requests](https://code.visualstudio.com/updates/v1_52#_thank-you). This resulted in many new features and settings, some of the key highlights include:

* **[Word wrap in diff editor](https://code.visualstudio.com/updates/v1_52#_word-wrap-in-the-diff-editor)** - Both inline and side-by-side views now support word wrapping.
* **[New extension bisect feature](https://code.visualstudio.com/updates/v1_52#_troubleshooting-extension-bisect)** - Troubleshoot which extensions are causing issues in VS Code.
* **[Keyboard shortcuts editor improvements](https://code.visualstudio.com/updates/v1_52#_keyboard-shortcuts-editor)** - Create a keybinding from the Command Palette.
* **[Undo file operations in Explorer](https://code.visualstudio.com/updates/v1_52#_undo-file-operations-in-explorer)** - Undo or redo file operations in the Explorer.
* **[New Git commands and settings](https://code.visualstudio.com/updates/v1_52#_git-new-commands)** - Optimize your Version Control experience with new capabilities.
* **[Preview editor improvements](https://code.visualstudio.com/updates/v1_52#_preview-editor-improvements)** - Turn off preview editors altogether, and try new interaction models.
* **[Sticky tab stops for spaces](https://code.visualstudio.com/updates/v1_52#_sticky-tab-stops-when-indenting-with-spaces)** - Improved experience when indenting with spaces.
* **[Improved word-based suggestions](https://code.visualstudio.com/updates/v1_52#_wordbased-suggestions-from-other-documents)** - Display word-based suggestions from other open files.
* **[Terminal configuration support](https://code.visualstudio.com/updates/v1_52#_terminal-configuration-support)** - Modify terminal settings from the terminal dropdown menu.
* **[New Remote Development resources](https://code.visualstudio.com/updates/v1_52#_documentation)** - Check out the new video and Learn module."
1.51.1,2020-11-11T20:31:47Z,October 2020 Recovery,"The update addresses [these](https://github.com/microsoft/vscode/issues?q=is%3Aissue+milestone%3A%22October+2020+Recovery%22+is%3Aclosed+) issues.

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_50) on [code.visualstudio.com](https://code.visualstudio.com)."
1.51.0,2020-11-06T09:59:02Z,October 2020,"Welcome to the October 2020 release of Visual Studio Code. As announced in the [October iteration plan](https://github.com/microsoft/vscode/issues/108473), we focused on housekeeping GitHub issues and pull requests as documented in our issue grooming guide.

We also worked with our partners at GitHub on GitHub Codespaces, which ended up being more involved than originally anticipated. To that end, we'll continue working on housekeeping for part of the November iteration.

During this housekeeping milestone, we also addressed several feature requests and community [pull requests](https://code.visualstudio.com/updates/v1_51#_thank-you). Read on to learn about new features and settings.

>If you'd like to read these release notes online, go to [Updates](https://code.visualstudio.com/updates) on [code.visualstudio.com](https://code.visualstudio.com).

**Insiders:** Want to try new features as soon as possible? You can download the nightly [Insiders](https://code.visualstudio.com/insiders) build and try the latest updates as soon as they are available."
1.50.1,2020-10-15T06:42:47Z,September 2020 Recovery,"The update addresses these [issues](https://github.com/Microsoft/vscode/issues?q=is%3Aissue+milestone%3A%22September+2020+Recovery%22+is%3Aclosed), including a fix for a security vulnerability.

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_50) on [code.visualstudio.com](https://code.visualstudio.com)."
1.50.0,2020-10-08T17:44:24Z,September 2020,"Welcome to the September 2020 release of Visual Studio Code. There are a number of updates in this version that we hope you will like, some of the key highlights include:

* **[Accessible settings editor](#settings-editor)** - Interact with the settings list like any other list in VS Code.
* **[Pinned tabs improvements](#pinned-tabs-improvements)** - Resize pinned tabs, unpin with one click, and more.
* **[Linux ARM builds](#linux-arm-builds)** - VS Code is now available for both Linux ARMv7 and ARM64.
* **[Improved debugging experience](#debugging)** - Improved hover and filtering in debug console.
* **[New JS debugger features](#javascript-debugging)** - Toggle auto attach flows and see performance in real-time.
* **[Panel layout improvements](#panel-layout-improvements)** - New panel maximization settings and bottom panel size.
* **[Webview Views support](#webview-views)** - Build extensions with webview views in the sidebar and panel.
* **[Updated ""Create a Dev Container"" tutorial](#updated-create-a-dev-container-tutorial)** - Get started with Development Containers.

>If you'd like to read these release notes online, go to [Updates](https://code.visualstudio.com/updates) on [code.visualstudio.com](https://code.visualstudio.com).

**Join us live** at the [VS Code team's livestream](https://code.visualstudio.com/events) on Tuesday, October 13 at 8am Pacific (4pm London), to see a demo of what's new in this release and ask us questions live.

**Insiders:** Want to try new features as soon as possible? You can download the nightly [Insiders](https://code.visualstudio.com/insiders) build and try the latest updates as soon as they are available."
1.49.3,2020-10-02T20:02:49Z,August 2020 Recovery 3,"The update addresses these [issues](https://github.com/microsoft/vscode/issues?q=is%3Aissue+milestone%3A%22August+2020+Recovery+3%22+is%3Aclosed+), including a fix for a security vulnerability.

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_49) on [code.visualstudio.com](https://code.visualstudio.com)."
1.49.2,2020-09-24T22:33:50Z,August 2020 Recovery 2,"The update addresses these [issues](https://github.com/microsoft/vscode/issues?q=is%3Aissue+milestone%3A%22August+2020+Recovery+2%22+is%3Aclosed+).

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_49) on [code.visualstudio.com](https://code.visualstudio.com)."
1.49.1,2020-09-17T22:56:09Z,August 2020 Recovery,"The update addresses these [issues](https://github.com/microsoft/vscode/issues?q=is%3Aissue+milestone%3A%22August+2020+Recovery%22+is%3Aclosed+).

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_39) on [code.visualstudio.com](https://code.visualstudio.com)."
1.49.0,2020-09-10T19:03:28Z,August 2020,"Welcome to the August 2020 release of Visual Studio Code. There are a number of updates in this version that we hope you will like, some of the key highlights include:

* **[Format modified text](#only-format-modified-text)** - Limit formatting to just the code you've changed.
* **[Change casing on Search and Replace](#case-changing-in-regex-replace)** - Change text casing during global Search and Replace.
* **[Source Control repositories view](#source-control-repositories-view)** - Display pending changes per repository.
* **[Filter Debug Console output](#debug-console-filter)** - Quickly filter and find debugging output.
* **[Improved JS debugger Auto Attach](#javascript-debugger-improvements)** - ""Smart"" Auto Attach to Node.js scripts or test runners.
* **[TypeScript optional chaining refactoring](#convert-to-optional-chain-refactoring)** - Convert multiple checks to a concise optional chain.
* **[JSDoc @deprecated tag support](#deprecated-tag-support-for-javascript-and-typescript)** - IntelliSense clearly shows APIs marked as deprecated.
* **[Notebook UX updates](#notebooks)** - Cell Status bar contributions, enhanced notebook diff editor.

>If you'd like to read these release notes online, go to [Updates](https://code.visualstudio.com/updates) on [code.visualstudio.com](https://code.visualstudio.com).

**Join us live** at the [VS Code team's livestream](https://code.visualstudio.com/events) on Wednesday, September 16 at 9am Pacific (5pm London), to see a demo of what's new in this release and ask us questions live.

**Insiders:** Want to try new features as soon as possible? You can download the nightly [Insiders](https://code.visualstudio.com/insiders) build and try the latest updates as soon as they are available. And for the latest Visual Studio Code news, updates, and content, follow us on Twitter [@code](https://twitter.com/code)!"
1.48.2,2020-08-25T18:00:32Z,July 2020 Recovery 2,"The update addresses these [issues](https://github.com/microsoft/vscode/issues?q=is%3Aissue+milestone%3A%22July+2020+Recovery+2%22+is%3Aclosed+).

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_48) on [code.visualstudio.com](https://code.visualstudio.com)."
1.48.1,2020-08-20T18:33:31Z,July 2020 Recovery,"The update addresses these [issues](https://github.com/microsoft/vscode/issues?q=is%3Aissue+milestone%3A%22July+2020+Recovery%22+is%3Aclosed+).

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_48) on [code.visualstudio.com](https://code.visualstudio.com)."
1.48.0,2020-08-13T18:31:13Z,July 2020,"Welcome to the July 2020 release of Visual Studio Code. There are a number of updates in this version that we hope you will like, some of the key highlights include:

* **[Settings Sync to Stable](https://code.visualstudio.com/updates/v1_48#_settings-sync)** - Settings Sync is now available for preview in stable.
* **[Updated Extensions view menu](https://code.visualstudio.com/updates/v1_48#_extensions-overflow-menu-cleanup)** - Simplified menu with additional filtering options.
* **[New Git View submenus](https://code.visualstudio.com/updates/v1_48#_git-overflow-menu-cleanup)** - Refactored overflow menu for Git in the Source Control view.
* **[Updated in-browser debugging](https://code.visualstudio.com/updates/v1_48#_debug-open-link-command)** - Debug in the browser without writing a launch configuration.
* **[Publish a public repository](https://code.visualstudio.com/updates/v1_48#_github-publish-to-a-public-repository)** - Choose whether to publish to a public or private GitHub repository.
* **[Notebook UX updates](https://code.visualstudio.com/updates/v1_48#_notebooks)** - New Cell menu, enhanced drag and drop.
* **[New Remote Container topics](https://code.visualstudio.com/updates/v1_48#_new-remote-container-topics)** - Learn how to attach to a container and create a new dev container.
* **[Java lightweight mode](https://code.visualstudio.com/updates/v1_48#_java-lightweight-mode)** - Start working with your Java source files more quickly.

>If you'd like to read these release notes online, go to [Updates](https://code.visualstudio.com/updates) on [code.visualstudio.com](https://code.visualstudio.com).

**Join us live** at the [VS Code team's livestream](https://code.visualstudio.com/events) on Monday, August 17 at 9am Pacific (5pm London), to see a demo of what's new in this release and ask us questions live.

**Insiders:** Want to try new features as soon as possible? You can download the nightly [Insiders](https://code.visualstudio.com/insiders) build and try the latest updates as soon as they are available. And for the latest Visual Studio Code news, updates, and content, follow us on Twitter [@code](https://twitter.com/code)!"
1.47.3,2020-07-27T19:08:02Z,June 2020 Recovery 3,"The update addresses these [issues](https://github.com/microsoft/vscode/milestone/129?closed=1).

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_47) on [code.visualstudio.com](https://code.visualstudio.com)."
1.47.2,2020-07-16T21:07:33Z,June 2020 Recovery 2,"The update addresses these [issues](https://github.com/microsoft/vscode/milestone/127?closed=1).

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_47) on [code.visualstudio.com](https://code.visualstudio.com)."
1.47.1,2020-07-14T17:46:29Z,June 2020 Recovery,"The update addresses this security [issue](https://github.com/microsoft/vscode/issues/102513).

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_47) on [code.visualstudio.com](https://code.visualstudio.com)."
1.47.0,2020-07-09T20:08:19Z,June 2020,"Welcome to the June 2020 release of Visual Studio Code. There are a number of updates in this version that we hope you will like, some of the key highlights include:

* **[Accessibility improvements](https://code.visualstudio.com/updates/v1_47#_accessibility)** - New screen reader capabilities.
* **[Windows ARM builds](https://code.visualstudio.com/updates/v1_47#_stable-windows-arm-builds)** - Windows on ARM is now available in stable.
* **[New JavaScript debugger](https://code.visualstudio.com/updates/v1_47#_new-javascript-debugger)** - Debug in the terminal, profiling support.
* **[Source Control unified view](https://code.visualstudio.com/updates/v1_47#_single-view)** - All repositories displayed in a single view.
* **[View and sort pending changes](https://code.visualstudio.com/updates/v1_47#_view-and-sort)** - View files as a tree or list, sort by name, path, or status.
* **[Edit complex settings](https://code.visualstudio.com/updates/v1_47#_edit-object-settings-from-the-settings-editor)** - Edit object settings from the Settings editor.
* **[New HexEditor extension](https://code.visualstudio.com/updates/v1_47#_hex-editor)** - Edit files in hexadecimal format from within VS Code.
* **[Notebook UI updates](https://code.visualstudio.com/updates/v1_47#_notebooks)** - Improved UX and undo/redo support.
* **[Remote Development tutorials](https://code.visualstudio.com/updates/v1_47#_remote-development)** - Learn to develop over SSH, inside Containers, and in WSL.
* **[Java Pack Installer for macOS](https://code.visualstudio.com/updates/v1_47#_java-pack-installer-for-macos)** - Get set up to develop in Java with VS Code on macOS.

>If you'd like to read these release notes online, go to [Updates](https://code.visualstudio.com/updates) on [code.visualstudio.com](https://code.visualstudio.com).

**Insiders:** Want to try new features as soon as possible? You can download the nightly [Insiders](https://code.visualstudio.com/insiders) build and try the latest updates as soon as they are available. And for the latest Visual Studio Code news, updates, and content, follow us on Twitter [@code](https://twitter.com/code)!"
1.46.1,2020-06-18T17:33:17Z,May 2020 Recovery,"The update addresses these [issues](https://github.com/Microsoft/vscode/issues?q=is%3Aissue+milestone%3A%22May+2020+Recovery%22+is%3Aclosed).

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_46) on [code.visualstudio.com](https://code.visualstudio.com)."
